item_id,title_zh,title_en,collection_url,status,source_page_url,match_count,matched_titles,matched_urls,notes
062f326b8e98,玄山,Mysterious Mountain,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385665.html#w,1,,https://artist.artron.net/artists23471/2-385665.html#w,Matched collection-page work title: 玄山
9a4dae4d2820,湛蓝微光,Azure Glow,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385670.html#w,1,,https://artist.artron.net/artists23471/2-385670.html#w,Matched collection-page work title: 湛蓝微光
dca21e3fef6e,可爱的一家人,A Lovely Family,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
609f3fd152a4,神光,Divine Light,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385671.html#w,1,,https://artist.artron.net/artists23471/2-385671.html#w,Matched collection-page work title: 神光
3d4549820546,春山远去,Spring Mountains Recede,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384941.html#w,1,,https://artist.artron.net/artists23471/2-384941.html#w,Matched collection-page work title: 春山远去
06e9042faac1,岸,Shore,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385699.html#w,1,,https://artist.artron.net/artists23471/2-385699.html#w,Matched collection-page work title: 岸
9753bef074d8,早春,Early Spring,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-143905.html#w,1,,https://artist.artron.net/artists5391/1-143905.html#w,Matched collection-page work title: 水粉-- 早春
48cc0b7ae1ec,衍山,Evolving Mountain,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384047.html#w,1,,https://artist.artron.net/artists23471/2-384047.html#w,Matched collection-page work title: 衍山
c741ef3e2d30,沃野天光,Vast Fields and Heavenly Light,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385673.html#w,1,,https://artist.artron.net/artists23471/2-385673.html#w,Matched collection-page work title: 沃野天光
3d308fb78d69,被绑住的龙虾,Bound Lobster,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-382363.html#w,1,,https://artist.artron.net/artists23462/2-382363.html#w,Matched collection-page work title: 被绑住的龙虾
ef0d4cfdbb49,狮子王.jpg,Lion King.jpg,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-382915.html#w,1,,https://artist.artron.net/artists23462/2-382915.html#w,Matched collection-page work title: 狮子王.jpg
c2543cb3ec76,惬意喵眠.PNG,Content Catnap.PNG,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-385196.html#w,1,,https://artist.artron.net/artists23462/2-385196.html#w,Matched collection-page work title: 惬意喵眠.PNG
38b76c101af4,象鸣,Elephant Call,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383160.html#w,1,,https://artist.artron.net/artists23462/2-383160.html#w,Matched collection-page work title: 象鸣
