item_id,image_path,title_zh,title_en,source_url,source_url_type,source_site_hint
7135699f8c2c,images_512/artmajeur/7135699f8c2c.jpg,梦与睡衣,Dreams and Pajamas,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,artist_or_collection_page,artmajeur.com
79ea08d6c654,images_512/artmajeur/79ea08d6c654.jpg,梦中的陪伴,Dream Companion,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,artist_or_collection_page,artmajeur.com
bd8854389702,images_512/artmajeur/bd8854389702.jpg,肮脏的思维,Dirty Mind,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
0aa1912a9d55,images_512/artmajeur/0aa1912a9d55.jpg,高于一切,Above All,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
9d1567dbc357,images_512/artmajeur/9d1567dbc357.jpg,梦幻风景,Dreamlike Landscape,https://www.artmajeur.com/aurelie-lafourcade?view=grid&collections%5B%5D=2408860,artist_or_collection_page,artmajeur.com
9c7819d47c8a,images_512/artmajeur/9c7819d47c8a.jpg,为爱。蝴蝶舞。欣喜,PAR AMOUR. BUTTERFLIES DANCE. EIFORIA,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
973d4c876c05,images_512/artmajeur/973d4c876c05.jpg,时间的气息,Breath of Time,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
a49a0ae8afb3,images_512/artmajeur/a49a0ae8afb3.jpg,人骨,Human Bones,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
346e12a14b8c,images_512/artmajeur/346e12a14b8c.jpg,飞翔的荷兰人（永不安宁）,The Flying Dutchman (Never at Rest),https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
418d386d3c7f,images_512/artmajeur/418d386d3c7f.jpg,邻居们,Neighbors,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,artist_or_collection_page,artmajeur.com
9d602bffd5f2,images_512/artmajeur/9d602bffd5f2.jpg,高原红,Plateau Red,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
339520abb056,images_512/artmajeur/339520abb056.jpg,怀旧的对称,Nostalgic Symmetry,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
18028c2b7b7e,images_512/artmajeur/18028c2b7b7e.jpg,期待回家,Longing to Return Home,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
35eb9ca69596,images_512/artmajeur/35eb9ca69596.jpg,阿波罗纳的敬意,Homage to Apollonia,https://www.artmajeur.com/manolis-maridakis?view=grid&collections%5B%5D=2471758,artist_or_collection_page,artmajeur.com
14791f349980,images_512/artmajeur/14791f349980.jpg,仅此一次,Just This Once,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
87f2c69f311e,images_512/artmajeur/87f2c69f311e.jpg,创世纪2,Genesis 2,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,artist_or_collection_page,artmajeur.com
fd32fb776339,images_512/artmajeur/fd32fb776339.jpg,沉思迷失,Pensive Lost,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
6d8969f1935f,images_512/artmajeur/6d8969f1935f.jpg,偶蹄目,Artiodactyla,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
a0b6a4908570,images_512/artmajeur/a0b6a4908570.jpg,愤怒的男人,Angry Man,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
5f906544042d,images_512/artmajeur/5f906544042d.jpg,春巷,Spring Alley,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,artist_or_collection_page,artmajeur.com
f75c28d0cbee,images_512/artmajeur/f75c28d0cbee.jpg,跳高,High Jump,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,artist_or_collection_page,artmajeur.com
f86f7f65b5a8,images_512/artmajeur/f86f7f65b5a8.jpg,爱猫爱狗爱宠物,"Love Cats, Love Dogs, Love Pets",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
1312bd181e76,images_512/artmajeur/1312bd181e76.jpg,找到你的光芒,Trouve ta lumière,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,artist_or_collection_page,artmajeur.com
8504dfc707f1,images_512/artmajeur/8504dfc707f1.jpg,存在危机,Existential Crisis,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
f28e323f6f07,images_512/artmajeur/f28e323f6f07.jpg,奇妙的飞翔,Marvelous Flight,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,artist_or_collection_page,artmajeur.com
3dc81be3aee9,images_512/artmajeur/3dc81be3aee9.jpg,一段未指明的焦虑片段,An Unspecified Fragment of Anxiety,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
4c8e20323835,images_512/artmajeur/4c8e20323835.jpg,生存还是毁灭 II,To Be or Not to Be II,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
14b6eeb1d5ce,images_512/artmajeur/14b6eeb1d5ce.jpg,涡轮爱国者的政治提议,Political Proposal of the Turbine Patriot,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
4c717b62cd99,images_512/artmajeur/4c717b62cd99.jpg,好好学习,Study Hard,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
0c006cf8053d,images_512/artmajeur/0c006cf8053d.jpg,世界是一个大家庭,The World is One Big Family,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,artist_or_collection_page,artmajeur.com
1e1fac09ec6a,images_512/artmajeur/1e1fac09ec6a.jpg,骗子,Liar,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
1278288f5df4,images_512/artmajeur/1278288f5df4.jpg,沐浴中的黛安,Diana Bathing,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,artist_or_collection_page,artmajeur.com
4aab7939c10d,images_512/artmajeur/4aab7939c10d.jpg,共生,Symbiosis,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
cb818bb33886,images_512/artmajeur/cb818bb33886.jpg,互惠,Reciprocity,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
a07976bbfe5f,images_512/artmajeur/a07976bbfe5f.jpg,巅峰,Peak,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
2bb48deea443,images_512/artmajeur/2bb48deea443.jpg,永恒的影响,Eternal Influence,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
0b2b92989712,images_512/artmajeur/0b2b92989712.jpg,生命节奏,Rhythm of Life,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,artist_or_collection_page,artmajeur.com
b29fc468059d,images_512/artmajeur/b29fc468059d.jpg,斗牛士,Matador,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
df6fef0c8fff,images_512/artmajeur/df6fef0c8fff.jpg,美丽的小瞬间,Beautiful Little Moment,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
cf52f1ad0b48,images_512/artmajeur/cf52f1ad0b48.jpg,日食,Eclipse,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,artist_or_collection_page,artmajeur.com
429f6fb5a363,images_512/artmajeur/429f6fb5a363.jpg,你在沉默中哭泣,Crying in Silence,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
eb4303a8bb3c,images_512/artmajeur/eb4303a8bb3c.jpg,金色回声,Golden Echo,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,artist_or_collection_page,artmajeur.com
e28f63fde1bf,images_512/artmajeur/e28f63fde1bf.jpg,金色降临,Golden Arrival,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,artist_or_collection_page,artmajeur.com
4e22cb6f04b9,images_512/artmajeur/4e22cb6f04b9.jpg,馊主意,Bad Idea,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
42dbb4c4a1c4,images_512/artmajeur/42dbb4c4a1c4.jpg,武松与虎斗,Wu Song Fights the Tiger,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
c288e629c7a8,images_512/artmajeur/c288e629c7a8.jpg,回家的路上,On the Way Home,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
b6c2cdc191a6,images_512/artmajeur/b6c2cdc191a6.jpg,美丽无处不在,Beauty Is Everywhere,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,artist_or_collection_page,artmajeur.com
2a946166afb9,images_512/artmajeur/2a946166afb9.jpg,了不起的父母,Remarkable Parents,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,artist_or_collection_page,artmajeur.com
01cf68b3e4d7,images_512/artmajeur/01cf68b3e4d7.jpg,逆风,Against the Wind,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
aa04d3a59666,images_512/artmajeur/aa04d3a59666.jpg,昨晚回家晚了,Got Home Late Last Night,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
3a775e620d08,images_512/artmajeur/3a775e620d08.jpg,拙劣的时光,Awkward Times,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
7abd4bc6b427,images_512/artmajeur/7abd4bc6b427.jpg,交错舞步,Interlaced Dance Steps,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
0c4c376fd752,images_512/artmajeur/0c4c376fd752.jpg,在无花果树荫下,In the Shade of the Fig Tree,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,artist_or_collection_page,artmajeur.com
a00325882fb9,images_512/artmajeur/a00325882fb9.jpg,手势,Gesture,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,artist_or_collection_page,artmajeur.com
e12380e35ca6,images_512/artmajeur/e12380e35ca6.jpg,牛头怪,Minotaur,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
21b748333617,images_512/artmajeur/21b748333617.jpg,圣诞童话,CHRISTMAS FAIRY TALE,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
24ba661732cd,images_512/artmajeur/24ba661732cd.jpg,邻居的日常生活,EVERY DAY LIFE of NEIGHBORS,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
24fdad87bf82,images_512/artmajeur/24fdad87bf82.jpg,被遗忘的玩具,Forgotten Toys,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
37c03019096a,images_512/artmajeur/37c03019096a.jpg,关于人和鸟,About Humans and Birds,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,artist_or_collection_page,artmajeur.com
b38ea6b2f3f9,images_512/artmajeur/b38ea6b2f3f9.jpg,吻,Kiss,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
242613ff3ffe,images_512/artmajeur/242613ff3ffe.jpg,死亡的快乐马戏团再次来到镇上,The Happy Circus of Death Comes to Town Again,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,artist_or_collection_page,artmajeur.com
bd2e9a0420fb,images_512/artmajeur/bd2e9a0420fb.jpg,情侣,Couple,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
24f730159543,images_512/artmajeur/24f730159543.jpg,丘比特与蓝鸟,Cupid and the Bluebird,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,artist_or_collection_page,artmajeur.com
25e948ee6e29,images_512/artmajeur/25e948ee6e29.jpg,金婚庆典,Golden Wedding Celebration,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
edc0c121e913,images_512/artmajeur/edc0c121e913.jpg,亲密的幸福感,Intimate Happiness,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
2ebc385753bb,images_512/artmajeur/2ebc385753bb.jpg,向上,Vers le haut,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,artist_or_collection_page,artmajeur.com
54820674c2de,images_512/artmajeur/54820674c2de.jpg,马拉巴尔的时光,Time in Malabar,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,artist_or_collection_page,artmajeur.com
55552ff4cf01,images_512/artmajeur/55552ff4cf01.jpg,水果碗,Fruit Bowl,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
824073da84f8,images_512/artmajeur/824073da84f8.jpg,催眠,Hypnosis,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,artist_or_collection_page,artmajeur.com
fbb6afb33008,images_512/artmajeur/fbb6afb33008.jpg,跟随我,Follow Me,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
feb7cc752aeb,images_512/artmajeur/feb7cc752aeb.jpg,光辉者,The Luminous One,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,artist_or_collection_page,artmajeur.com
e8a22fc271c3,images_512/artmajeur/e8a22fc271c3.jpg,牛&羊&马,"Cattle, Sheep, and Horse",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
6e4f70e87e2a,images_512/artmajeur/6e4f70e87e2a.jpg,双胞胎,Twins,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
698916fa730e,images_512/artmajeur/698916fa730e.jpg,恐惧与美丽,Fear and Beauty,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
0b504a914864,images_512/artmajeur/0b504a914864.jpg,孤独的十三种形式,Thirteen Forms of Loneliness,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
49491744a221,images_512/artmajeur/49491744a221.jpg,欧盟议会. 真理部,European Parliament: Ministry of Truth,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,artist_or_collection_page,artmajeur.com
b6a9dd8b160d,images_512/artmajeur/b6a9dd8b160d.jpg,多肉植物,Succulents,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,artist_or_collection_page,artmajeur.com
63f27c874c93,images_512/artmajeur/63f27c874c93.jpg,衰亡与重生,Decline and Rebirth,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,artist_or_collection_page,artmajeur.com
44b1f11fdaae,images_512/artmajeur/44b1f11fdaae.jpg,三重奏,Trio,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,artist_or_collection_page,artmajeur.com
4740a2f42eaa,images_512/artmajeur/4740a2f42eaa.jpg,祷,Prayer,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
5ddc1f67ecc3,images_512/artmajeur/5ddc1f67ecc3.jpg,月之泪,Tears of the Moon,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
315a945823c3,images_512/artmajeur/315a945823c3.jpg,乡村的一部分,A Part of the Countryside,https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,artist_or_collection_page,artmajeur.com
5cc9e4ef008b,images_512/artmajeur/5cc9e4ef008b.jpg,建筑纹理 2025,Architectural Texture 2025,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,artist_or_collection_page,artmajeur.com
