item_id,image_filename,title_zh,title_en,source_url,github_image_url
da0956903985,images_raw/da0956903985.jpg,原子战争后的欧盟社会,Post-Atomic War European Union Society,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/da0956903985.jpg
377ffc885c72,images_raw/377ffc885c72.jpg,和平使命：乌克兰与以色列,Peace Mission: Ukraine and Israel,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/377ffc885c72.jpg
fdeb5e436b16,images_raw/fdeb5e436b16.jpg,埃隆·马斯克推特带来言论自由的希望,Elon Musk's Twitter Brings Hope for Free Speech,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/fdeb5e436b16.jpg
a033b6741022,images_raw/a033b6741022.jpg,异恐症,异恐症,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/a033b6741022.jpg
49491744a221,images_raw/49491744a221.jpg,欧盟议会. 真理部,European Parliament: Ministry of Truth,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/49491744a221.jpg
2bb48deea443,images_raw/2bb48deea443.jpg,永恒的影响,Eternal Influence,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/2bb48deea443.jpg
14b6eeb1d5ce,images_raw/14b6eeb1d5ce.jpg,涡轮爱国者的政治提议,Political Proposal of the Turbine Patriot,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/14b6eeb1d5ce.jpg
115e1244e766,images_raw/115e1244e766.jpg,移民入侵,Immigrant Invasion,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/115e1244e766.jpg
d5a7c286c606,images_raw/d5a7c286c606.jpg,酷女孩_酷普桑_天才女孩,"Cool Girl, Cool Pusan, Genius Girl",https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/d5a7c286c606.jpg
bfa34097d572,images_raw/bfa34097d572.jpg,救命,Lifesaver,https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/bfa34097d572.jpg
0d13932ce80b,images_raw/0d13932ce80b.jpg,我们的内心平静,Our Inner Peace,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/0d13932ce80b.jpg
de3803386951,images_raw/de3803386951.jpg,遥远的孩子,Distant Child,https://www.artmajeur.com/oluwapelumi-olaosun?view=grid&collections%5B%5D=2301889,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/de3803386951.jpg
85f90c5f8af2,images_raw/85f90c5f8af2.jpg,力量,Strength,https://www.artmajeur.com/obey-shepard-fairey,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/85f90c5f8af2.jpg
949c8e718b2a,images_raw/949c8e718b2a.jpg,数字战争,Digital War,https://www.artmajeur.com/obey-shepard-fairey,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/949c8e718b2a.jpg
00efdeeb5602,images_raw/00efdeeb5602.jpg,暗潮,Undercurrent,https://www.artmajeur.com/obey-shepard-fairey,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/00efdeeb5602.jpg
abc40582ad32,images_raw/abc40582ad32.jpg,正义,Justice,https://www.artmajeur.com/obey-shepard-fairey,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/abc40582ad32.jpg
9d7a11e43bc7,images_raw/9d7a11e43bc7.jpg,吉祥长白山 (2),Auspicious Changbai Mountain (2),https://changshijiang.artron.net/works_index_1,
42f559ba1e60,images_raw/42f559ba1e60.jpg,大地&有意味的形 (2),Earth & Meaningful Form (2),https://changshijiang.artron.net/works_index_1,
e64dfeaed030,images_raw/e64dfeaed030.jpg,伊卡尔的堕落 2,Fall of Icarus 2,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/e64dfeaed030.jpg
336a7488f17c,images_raw/336a7488f17c.jpg,在乔万泉的沐浴,Bathing at Qiaowan Spring,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/336a7488f17c.jpg
0c4c376fd752,images_raw/0c4c376fd752.jpg,在无花果树荫下,In the Shade of the Fig Tree,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/0c4c376fd752.jpg
1278288f5df4,images_raw/1278288f5df4.jpg,沐浴中的黛安,Diana Bathing,https://www.artmajeur.com/alain-vintenon?view=grid&collections%5B%5D=2312140,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/1278288f5df4.jpg
5f11912239eb,images_raw/5f11912239eb.jpg,沉默的觉醒,Silent Awakening,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/5f11912239eb.jpg
ab36ee798527,images_raw/ab36ee798527.jpg,泥土的拥抱,Embrace of the Earth,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/ab36ee798527.jpg
23b89883c51a,images_raw/23b89883c51a.jpg,粉彩幻想,Pastel Fantasy,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/23b89883c51a.jpg
fd5edd2aa3ce,images_raw/fd5edd2aa3ce.jpg,自然之路,Path of Nature,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/fd5edd2aa3ce.jpg
5c8a823a1628,images_raw/5c8a823a1628.jpg,自然的脉动,Pulse of Nature,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/5c8a823a1628.jpg
b7968aedadc5,images_raw/b7968aedadc5.jpg,花卉节奏,Floral Rhythm,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/b7968aedadc5.jpg
63f27c874c93,images_raw/63f27c874c93.jpg,衰亡与重生,Decline and Rebirth,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/63f27c874c93.jpg
eb4303a8bb3c,images_raw/eb4303a8bb3c.jpg,金色回声,Golden Echo,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/eb4303a8bb3c.jpg
e28f63fde1bf,images_raw/e28f63fde1bf.jpg,金色降临,Golden Arrival,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/e28f63fde1bf.jpg
438b3376f646,images_raw/438b3376f646.jpg,双生影,Doppelgänger,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/438b3376f646.jpg
763b7e1fa7f7,images_raw/763b7e1fa7f7.jpg,反面,Verso,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/763b7e1fa7f7.jpg
a9ede2db8793,images_raw/a9ede2db8793.jpg,喜悦,Joy,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/a9ede2db8793.jpg
0eab1a07395f,images_raw/0eab1a07395f.jpg,圣痕,Stigmate,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/0eab1a07395f.jpg
3a4939593c36,images_raw/3a4939593c36.jpg,在我皮肤上,Sur ma peau,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/3a4939593c36.jpg
33a514e2e078,images_raw/33a514e2e078.jpg,循环,Le Cycle,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/33a514e2e078.jpg
cf52f1ad0b48,images_raw/cf52f1ad0b48.jpg,日食,Eclipse,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/cf52f1ad0b48.jpg
982beaefa8b9,images_raw/982beaefa8b9.jpg,缓解,Rémission,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/982beaefa8b9.jpg
97ed6cda79b4,images_raw/97ed6cda79b4.jpg,耐心,Patient,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/97ed6cda79b4.jpg
2ebc385753bb,images_raw/2ebc385753bb.jpg,向上,Vers le haut,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/2ebc385753bb.jpg
27f70741ed56,images_raw/27f70741ed56.jpg,我爱你,Ti Amo,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/27f70741ed56.jpg
1312bd181e76,images_raw/1312bd181e76.jpg,找到你的光芒,Trouve ta lumière,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/1312bd181e76.jpg
799739f79c3f,images_raw/799739f79c3f.jpg,抓住公牛的角,Prendre le taureau par les cornes,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/799739f79c3f.jpg
19b57d09297c,images_raw/19b57d09297c.jpg,爱的科学,Sciences d'Amour,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/19b57d09297c.jpg
e20f640cb640,images_raw/e20f640cb640.jpg,融合,Fusion,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799; https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/e20f640cb640.jpg
9d1567dbc357,images_raw/9d1567dbc357.jpg,梦幻风景,Dreamlike Landscape,https://www.artmajeur.com/aurelie-lafourcade?view=grid&collections%5B%5D=2408860,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/9d1567dbc357.jpg
30efa80e4b86,images_raw/30efa80e4b86.jpg,罂粟花,Poppy Flowers,https://www.artmajeur.com/aurelie-lafourcade?view=grid&collections%5B%5D=2408860,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/30efa80e4b86.jpg
7d6b6daa25ee,images_raw/7d6b6daa25ee.jpg,云豹,Clouded Leopard,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/7d6b6daa25ee.jpg
f842d398a03b,images_raw/f842d398a03b.jpg,感知的天界线索,Perceived Celestial Clues,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/f842d398a03b.jpg
632097cca1de,images_raw/632097cca1de.jpg,母亲斯瓦,Mother Sva,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/632097cca1de.jpg
a2cddf0e6eeb,images_raw/a2cddf0e6eeb.jpg,自我之蚀,Eclipse of the Self,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/a2cddf0e6eeb.jpg
83a6e1055dff,images_raw/83a6e1055dff.jpg,静默力量,Silent Strength,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/83a6e1055dff.jpg
1b88d140f870,images_raw/1b88d140f870.jpg,失落星辰的追寻,La quête d’un astre perdu,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/1b88d140f870.jpg
c5c336fbf19a,images_raw/c5c336fbf19a.jpg,浪漫奇克,Romantchik,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/c5c336fbf19a.jpg
30db275aa068,images_raw/30db275aa068.jpg,白色交响曲,White Symphony,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/30db275aa068.jpg
c3ee5fe292f6,images_raw/c3ee5fe292f6.jpg,莎拉与幽灵,Sarah et les fantômes,https://www.artmajeur.com/chloe-kaemmerer?view=grid&collections%5B%5D=2320546,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/c3ee5fe292f6.jpg
824073da84f8,images_raw/824073da84f8.jpg,催眠,Hypnosis,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/824073da84f8.jpg
590fa755bc93,images_raw/590fa755bc93.jpg,安静,Quiet,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/590fa755bc93.jpg
7135699f8c2c,images_raw/7135699f8c2c.jpg,梦与睡衣,Dreams and Pajamas,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/7135699f8c2c.jpg
